,Cluster_ID,Index,Title,Authors,DOI,Abstract
38,23,23,Immunotherapy as a Neoadjuvant Therapy for a Patient with Hepatocellular Carcinoma in the Pretransplant Setting: A Case Report,"Abdelrahim, M; Esmail, A; Umoru, G; Westhart, K; Abudayyeh, A; Saharia, A; Ghobrial, RM",10.3390/curroncol29060341,"Systemic combination therapy of immune checkpoint inhibitors and vascular endothelial growth factors have provided the basis for improved outcomes in select patients with unresectable or metastatic hepatocellular carcinoma. However, for patients with resectable disease, surgery alone or an orthotopic liver transplant remains the standard of care. Within the realms of transplant oncology, neoadjuvant systemic therapy is currently being evaluated as a potential strategy to improve outcomes in patients with HCC. Here, we report excellent response with significant downstaging in a safe manner after neoadjuvant treatment with atezolizumab and bevacizumab in a patient diagnosed with poorly differentiated HCC. As a result of the significant response observed with safe outcomes, the patient was listed for orthotopic liver transplant (OLT) evaluation and transplanted successfully."
39,23,232,Immunotherapy as a Neoadjuvant Therapy for a Patient with Hepatocellular Carcinoma in the Pretransplant Setting: A Case Report.,Abdelrahim M; Esmail A; Umoru G; Westhart K; Abudayyeh A; Saharia A; Ghobrial RM,10.3390/curroncol29060341,"Systemic combination therapy of immune checkpoint inhibitors and vascular endothelial growth factors have provided the basis for improved outcomes in select patients with unresectable or metastatic hepatocellular carcinoma. However, for patients with resectable disease, surgery alone or an orthotopic liver transplant remains the standard of care. Within the realms of transplant oncology, neoadjuvant systemic therapy is currently being evaluated as a potential strategy to improve outcomes in patients with HCC. Here, we report excellent response with significant downstaging in a safe manner after neoadjuvant treatment with atezolizumab and bevacizumab in a patient diagnosed with poorly differentiated HCC. As a result of the significant response observed with safe outcomes, the patient was listed for orthotopic liver transplant (OLT) evaluation and transplanted successfully."
40,25,25,Clinical Features and Outcomes of Conversion Therapy in Patients with Unresectable Hepatocellular Carcinoma,"Tomonari, T; Tani, J; Sato, Y; Tanaka, H; Tanaka, T; Taniguchi, T; Kawano, Y; Morishita, A; Okamoto, K; Sogabe, M; Miyamoto, H; Masaki, T; Takayama, T",10.3390/cancers15215221,"This retrospective multicenter study analyzed 244 patients with unresectable hepatocellular carcinoma treated with lenvatinib (LEN) and atezolizumab + bevacizumab (Atezo + Bev) to examine the characteristics, treatment courses, and prognoses. The cases of patients who could achieve HCC downstaging from Barcelona Clinic Liver Cancer (BCLC) stage B or C to A or zero indicated the need for conversion therapy. The patients' prognoses with and without conversion therapy were compared. Of the 244 patients, 12 (4.9%) underwent conversion therapy, six out of 131 (4.6%) were treated with LEN, and six out of 113 (5.3%) were treated with Atezo + Bev. Eleven patients (91.7%) with a modified albumin bilirubin (mALBI) grade 1 or 2a and BCLC-B stage showed significantly higher rates of transition during conversion therapy (p < 0.05). The patients undergoing conversion therapy had a significantly longer median overall survival rate than those receiving chemotherapy alone (1208 [1064-NA] vs. 569 [466-704] days, p < 0.01). A comparison of the patients who achieved a partial response with and without conversion was evaluated using propensity score matching to reduce the confounding factors, showing a significant survival benefit in the conversion group (1208 [1064-NA] vs. 665 days, p < 0.01). Among the patients with u-HCC who were treated with LEN and Atezo + Bev, those with mALBI 1 + 2a and BCLC-B were likely to achieve conversion therapy with downstaging."
41,25,143,Clinical Features and Outcomes of Conversion Therapy in Patients with Unresectable Hepatocellular Carcinoma.,Tomonari T; Tani J; Sato Y; Tanaka H; Tanaka T; Taniguchi T; Kawano Y; Morishita A; Okamoto K; Sogabe M; Miyamoto H; Masaki T; Takayama T,10.3390/cancers15215221,"This retrospective multicenter study analyzed 244 patients with unresectable hepatocellular carcinoma treated with lenvatinib (LEN) and atezolizumab + bevacizumab (Atezo + Bev) to examine the characteristics, treatment courses, and prognoses. The cases of patients who could achieve HCC downstaging from Barcelona Clinic Liver Cancer (BCLC) stage B or C to A or zero indicated the need for conversion therapy. The patients' prognoses with and without conversion therapy were compared. Of the 244 patients, 12 (4.9%) underwent conversion therapy, six out of 131 (4.6%) were treated with LEN, and six out of 113 (5.3%) were treated with Atezo + Bev. Eleven patients (91.7%) with a modified albumin bilirubin (mALBI) grade 1 or 2a and BCLC-B stage showed significantly higher rates of transition during conversion therapy (p < 0.05). The patients undergoing conversion therapy had a significantly longer median overall survival rate than those receiving chemotherapy alone (1208 [1064-NA] vs. 569 [466-704] days, p < 0.01). A comparison of the patients who achieved a partial response with and without conversion was evaluated using propensity score matching to reduce the confounding factors, showing a significant survival benefit in the conversion group (1208 [1064-NA] vs. 665 days, p < 0.01). Among the patients with u-HCC who were treated with LEN and Atezo + Bev, those with mALBI 1 + 2a and BCLC-B were likely to achieve conversion therapy with downstaging."
42,27,27,Conversion therapy with an immune checkpoint inhibitor and an antiangiogenic drug for advanced hepatocellular carcinoma: A review,"Tang, HW; Cao, YB; Jian, YP; Li, XR; Li, JF; Zhang, WW; Wan, T; Liu, Z; Tang, W; Lu, SC",10.5582/bst.2022.01019,"Hepatocellular carcinoma (HCC) has been the fifth most common malignancy worldwide and is the second most common cause of tumor-related mortality globally. In China, a high proportion of patients with HCC present with an advanced stage of the disease, so HCC is a major challenge to the healthcare system and a substantial socioeconomic burden. The last decade has witnessed an expansion of the treatment landscape for HCC. Various approaches have been explored as potential conversion therapies for advanced HCC. Despite controversies, mounting data have indicated that successful conversion therapy followed by subsequent surgery is achievable in a population of patients with advanced HCC. This conversion therapy is a safe and promising treatment strategy to prolong long-term outcomes. Based on preliminary research, this review has assembled and summarized current clinical experience with and evidence of the efficacy of conversion therapies followed by subsequent surgery for advanced HCC."
43,27,177,Conversion therapy with an immune checkpoint inhibitor and an antiangiogenic drug for advanced hepatocellular carcinoma: A review.,Tang H; Cao Y; Jian Y; Li X; Li J; Zhang W; Wan T; Liu Z; Tang W; Lu S,10.5582/bst.2022.01019,"Hepatocellular carcinoma (HCC) has been the fifth most common malignancy worldwide and is the second most common cause of tumor-related mortality globally. In China, a high proportion of patients with HCC present with an advanced stage of the disease, so HCC is a major challenge to the healthcare system and a substantial socioeconomic burden. The last decade has witnessed an expansion of the treatment landscape for HCC. Various approaches have been explored as potential conversion therapies for advanced HCC. Despite controversies, mounting data have indicated that successful conversion therapy followed by subsequent surgery is achievable in a population of patients with advanced HCC. This conversion therapy is a safe and promising treatment strategy to prolong long-term outcomes. Based on preliminary research, this review has assembled and summarized current clinical experience with and evidence of the efficacy of conversion therapies followed by subsequent surgery for advanced HCC."
44,31,31,Advanced hepatocellular carcinoma with response to lenvatinib after atezolizumab plus bevacizumab,"Yano, S; Kawaoka, T; Johira, Y; Miura, R; Kosaka, M; Shirane, Y; Murakami, S; Amioka, K; Naruto, K; Ando, Y; Kosaka, Y; Yamaoka, K; Kodama, K; Uchikawa, S; Fujino, H; Ohno, A; Nakahara, T; Murakami, E; Okamoto, W; Yamauchi, M; Imamura, M; Mori, K; Arihiro, K; Kuroda, S; Kobayashi, T; Ohdan, H; Aikata, H",10.1097/MD.0000000000027576,"Rationale: Various treatments are available for treating hepatocellular carcinoma (HCC). The immune checkpoint inhibitor combination of atezolizumab plus bevacizumab was recently approved for the treatment of unresectable HCC, but there are few reports on the failure of the combination treatment. Here, we present a case of unresectable HCC with adrenal metastasis that was eventually operated on after lenvatinib (LEN) treatment that followed failed treatment with atezolizumab plus bevacizumab. Patient concerns: A 68-year-old man was diagnosed with non-alcoholic steatohepatitis-based HCC with adrenal metastasis. Diagnosis: Cirrhosis was classified as Child-Pugh score of 5. HCC was diagnosed as Barcelona Clinic Liver Cancer stage C. Interventions: We initiated treatment with atezolizumab plus bevacizumab. Liver dysfunction appeared 2 days after the first administration but was improved by intravenous rehydration and did not appear after the second course. The HCC shrank, but the adrenal metastasis grew bigger after the fourth course, so we changed the therapy to LEN. After HCC and adrenal metastasis were necrotic by LEN, conversion surgery was performed. Outcomes: After successful conversion therapy, the general condition of the patient was good, and has been carefully followed for 4 months to date without any evidence of further recurrences. Lessons: This case showed that even if atezolizumab plus bevacizumab is not effective, multidisciplinary treatment such as LEN and conversion surgery is possible. Given the efficacy of LEN after atezolizumab plus bevacizumab, it is important to consider that there is a possibility of cure even when first-line treatment is not effective for a patient with unresectable HCC."
45,31,217,Advanced hepatocellular carcinoma with response to lenvatinib after atezolizumab plus bevacizumab.,Yano S; Kawaoka T; Johira Y; Miura R; Kosaka M; Shirane Y; Murakami S; Amioka K; Naruto K; Ando Y; Kosaka Y; Yamaoka K; Kodama K; Uchikawa S; Fujino H; Ohno A; Nakahara T; Murakami E; Okamoto W; Yamauchi M; Imamura M; Mori K; Arihiro K; Kuroda S; Kobayashi T; Ohdan H; Aikata H,10.1097/MD.0000000000027576,"RATIONALE: Various treatments are available for treating hepatocellular carcinoma (HCC). The immune checkpoint inhibitor combination of atezolizumab plus bevacizumab was recently approved for the treatment of unresectable HCC, but there are few reports on the failure of the combination treatment. Here, we present a case of unresectable HCC with adrenal metastasis that was eventually operated on after lenvatinib (LEN) treatment that followed failed treatment with atezolizumab plus bevacizumab. PATIENT CONCERNS: A 68-year-old man was diagnosed with non-alcoholic steatohepatitis-based HCC with adrenal metastasis. DIAGNOSIS: Cirrhosis was classified as Child-Pugh score of 5. HCC was diagnosed as Barcelona Clinic Liver Cancer stage C. INTERVENTIONS: We initiated treatment with atezolizumab plus bevacizumab. Liver dysfunction appeared 2 days after the first administration but was improved by intravenous rehydration and did not appear after the second course. The HCC shrank, but the adrenal metastasis grew bigger after the fourth course, so we changed the therapy to LEN. After HCC and adrenal metastasis were necrotic by LEN, conversion surgery was performed. OUTCOMES: After successful conversion therapy, the general condition of the patient was good, and has been carefully followed for 4 months to date without any evidence of further recurrences. LESSONS: This case showed that even if atezolizumab plus bevacizumab is not effective, multidisciplinary treatment such as LEN and conversion surgery is possible. Given the efficacy of LEN after atezolizumab plus bevacizumab, it is important to consider that there is a possibility of cure even when first-line treatment is not effective for a patient with unresectable HCC."
46,32,32,Pathologic assessment of hepatocellular carcinoma in the era of immunotherapy: a narrative review,"Wang, H; Qian, YW; Dong, H; Cong, WM",10.21037/hbsn-22-527,"Background and Objective: Immune checkpoint inhibitor (ICI)-based therapy has achieved impressive success in various cancer types. Several ICIs have been unprecedentedly approved as the treatment regimens for advanced hepatocellular carcinoma (HCC) in recent decade. Meanwhile, numerous clinical trials are being performed to exploit more ICIs into initially unresectable HCC and postoperative HCC to expectantly induce adequate tumor downstaging for further resection or implement adjuvant treatment for relapse-free survival, respectively. In this review, we aim to summarize some pragmatic histomorphologic, immunohistochemical, and molecular pathologic parameters which promisingly indicate the response of neoadjuvant/conversion ICI-related therapy and predict the efficacy of adjuvant/therapeutic ICI-related therapy for HCC.Methods: We searched PubMed using the terms hepatocellular carcinoma, immunotherapy, immune checkpoint inhibitor, immune checkpoint blockade, conversion therapy, neoadjuvant therapy, adjuvant therapy, biomarker, pathologic evaluation, pathologic assessment till February 2023.Key Content and Findings: Although there is no consensus regarding the pathologic evaluation of relevant HCC specimens, it is encouraging that a few of studies have concentrated on this field, and moreover, the methods and parameters noted on other cancer types are also worthy of reference. For the pathologic assessment of HCC specimens underwent immunotherapy, a suitable sampling scheme, identifying immunotherapy-related pathologic response, and quantification of pathologic response rate should be emphasized. For the patients of HCC who are scheduled to receive immunotherapy, tumor-infiltrating lymphocyte, intratumoral tertiary lymphoid structure, programmed cell death ligand 1, Wnt/ beta-catenin, microsatellite instability and mismatch repair, tumor mutational burden and tumor neoantigen, as well as some other signaling pathways are the potential predictive biomarkers of treatment response of ICI.Conclusions: The management of HCC in the era of immunotherapy arises a brand-new pathological challenge that is to provide an immunotherapy-related diagnostic report. Albeit many related researches are preclinical or insufficient, they may tremendously alter the immunotherapy strategy of HCC in future."
47,32,180,Pathologic assessment of hepatocellular carcinoma in the era of immunotherapy: a narrative review.,Wang H; Qian YW; Dong H; Cong WM,10.21037/hbsn-22-527,"BACKGROUND AND OBJECTIVE: Immune checkpoint inhibitor (ICI)-based therapy has achieved impressive success in various cancer types. Several ICIs have been unprecedentedly approved as the treatment regimens for advanced hepatocellular carcinoma (HCC) in recent decade. Meanwhile, numerous clinical trials are being performed to exploit more ICIs into initially unresectable HCC and postoperative HCC to expectantly induce adequate tumor downstaging for further resection or implement adjuvant treatment for relapse-free survival, respectively. In this review, we aim to summarize some pragmatic histomorphologic, immunohistochemical, and molecular pathologic parameters which promisingly indicate the response of neoadjuvant/conversion ICI-related therapy and predict the efficacy of adjuvant/therapeutic ICI-related therapy for HCC. METHODS: We searched PubMed using the terms hepatocellular carcinoma, immunotherapy, immune checkpoint inhibitor, immune checkpoint blockade, conversion therapy, neoadjuvant therapy, adjuvant therapy, biomarker, pathologic evaluation, pathologic assessment till February 2023. KEY CONTENT AND FINDINGS: Although there is no consensus regarding the pathologic evaluation of relevant HCC specimens, it is encouraging that a few of studies have concentrated on this field, and moreover, the methods and parameters noted on other cancer types are also worthy of reference. For the pathologic assessment of HCC specimens underwent immunotherapy, a suitable sampling scheme, identifying immunotherapy-related pathologic response, and quantification of pathologic response rate should be emphasized. For the patients of HCC who are scheduled to receive immunotherapy, tumor-infiltrating lymphocyte, intratumoral tertiary lymphoid structure, programmed cell death ligand 1, Wnt/β-catenin, microsatellite instability and mismatch repair, tumor mutational burden and tumor neoantigen, as well as some other signaling pathways are the potential predictive biomarkers of treatment response of ICI. CONCLUSIONS: The management of HCC in the era of immunotherapy arises a brand-new pathological challenge that is to provide an immunotherapy-related diagnostic report. Albeit many related researches are preclinical or insufficient, they may tremendously alter the immunotherapy strategy of HCC in future."
48,33,33,Efficacy of transarterial chemoembolization monotherapy or combination conversion therapy in unresectable hepatocellular carcinoma: A systematic review and meta-analysis,"Li, WW; Pei, YX; Wang, ZX; Liu, JL",10.3389/fonc.2022.930868,"BackgroundHepatocellular carcinoma (HCC) is a highly malignant disease with poor prognosis, and most cases were already considered unresectable at the time of presentation. Conversion therapy, as an emerging treatment, is designed to provide patients with initially unresectable hepatocellular carcinoma (uHCC) the opportunity to undergo radical resection. At present, conversion therapy for patients with uHCC remains controversial. Transarterial chemoembolization (TACE) is currently the most widely selected treatment for uHCC, but its efficacy as a conversion therapy remains controversial. MethodsWe compared and evaluated the conversion rate for and tumor response to TACE monotherapy or combination therapy. Meanwhile, postoperative complications and overall survival (OS) in uHCC patients who underwent conversion therapy were also analyzed. ResultsA total of 18 studies were included in this meta-analysis. The conversion rate for triple therapy [TACE in combination with tyrosine kinase inhibitors (TKIs) and immune checkpoint inhibitors (ICIs)] was 42% [95% confidence interval (CI), 0.29-0.56], higher than any other group [TACE monotherapy: 10% (95% CI, 0.08-0.12), bigeminy therapy: 19% (95% CI, 0.06-0.36)]. Meanwhile, triple therapy yielded a better tumor response than TACE monotherapy or bigeminy therapy. Among the patients with successful surgical resection after conversion therapy, the pooled postoperative OS rates at 1, 2, and 5 years were 90% (95% CI, 0.81-0.97), 58% (95% CI, 0.42-0.73), and 42% (95% CI, 0.26-0.60), respectively, and the major postoperative complications were biliary leakage (7%; 95% CI, 0.03-0.12) and liver failure (3%; 95% CI, 0.00-0.07). ConclusionTACE conversion therapies showed good conversion rates, especially the triple therapy of TACE in combination with TKIs and ICIs. Surgical resection after successful conversion therapy could maximize the outcome of patients with uHCC."
49,33,219,Efficacy of transarterial chemoembolization monotherapy or combination conversion therapy in unresectable hepatocellular carcinoma: A systematic review and meta-analysis.,Li W; Pei Y; Wang Z; Liu J,10.3389/fonc.2022.930868,"BACKGROUND: Hepatocellular carcinoma (HCC) is a highly malignant disease with poor prognosis, and most cases were already considered unresectable at the time of presentation. Conversion therapy, as an emerging treatment, is designed to provide patients with initially unresectable hepatocellular carcinoma (uHCC) the opportunity to undergo radical resection. At present, conversion therapy for patients with uHCC remains controversial. Transarterial chemoembolization (TACE) is currently the most widely selected treatment for uHCC, but its efficacy as a conversion therapy remains controversial. METHODS: We compared and evaluated the conversion rate for and tumor response to TACE monotherapy or combination therapy. Meanwhile, postoperative complications and overall survival (OS) in uHCC patients who underwent conversion therapy were also analyzed. RESULTS: A total of 18 studies were included in this meta-analysis. The conversion rate for triple therapy [TACE in combination with tyrosine kinase inhibitors (TKIs) and immune checkpoint inhibitors (ICIs)] was 42% [95% confidence interval (CI), 0.29-0.56], higher than any other group [TACE monotherapy: 10% (95% CI, 0.08-0.12), bigeminy therapy: 19% (95% CI, 0.06-0.36)]. Meanwhile, triple therapy yielded a better tumor response than TACE monotherapy or bigeminy therapy. Among the patients with successful surgical resection after conversion therapy, the pooled postoperative OS rates at 1, 2, and 5 years were 90% (95% CI, 0.81-0.97), 58% (95% CI, 0.42-0.73), and 42% (95% CI, 0.26-0.60), respectively, and the major postoperative complications were biliary leakage (7%; 95% CI, 0.03-0.12) and liver failure (3%; 95% CI, 0.00-0.07). CONCLUSION: TACE conversion therapies showed good conversion rates, especially the triple therapy of TACE in combination with TKIs and ICIs. Surgical resection after successful conversion therapy could maximize the outcome of patients with uHCC."
50,36,36,Complete pathological response with diabetic ketoacidosis to the combination of sintilimab and anlotinib in an unresectable hepatocellular carcinoma patient: a case report,"Fu, LL; Chen, P; Wang, SJ; Liu, WM; Chen, ZB; Chen, HB; Fu, ZM",10.1097/CAD.0000000000001163,"Most hepatocellular carcinoma (HCC) patients have dismal prognoses because they are already in the advanced stage at the time of initial diagnosis and are unable to undergo upfront surgery. Recent studies of immune checkpoint inhibitors (ICIs) and antiangiogenic agents (AAAs) have shown encouraging results for unresectable HCC (uHCC). Here, we report a patient with uHCC who was treated with a combination of anlotinib and sintilimab (sintilimab 200 mg, intravenous glucose tolerance test, q21d and anlotinib 12 mg, orally, d1-14, q21d), an analog of the combination of lenvatinib and pembrolizumab with much lower cost. The patient with recurrent uHCC was downstaged to resectable disease by the combination therapy. After eight cycles of treatment with anlotinib and sintilimab, the patient underwent a second operation. The histology of the resected mass revealed a major and almost complete pathological response. However, this patient was diagnosed with type I diabetes mellitus with ketoacidosis after nearly 10 cycles of combination treatment with anlotinib and sintilimab. Active follow-ups revealed no signs of local recurrence or distant failure. In conclusion, this case report demonstrated that the combination of anlotinib and sintilimab, one of the strategies combining ICIs with AAAs, showed promising efficacy in the treatment of uHCC patients."
51,36,247,Complete pathological response with diabetic ketoacidosis to the combination of sintilimab and anlotinib in an unresectable hepatocellular carcinoma patient: a case report.,Fu L; Chen P; Wang S; Liu W; Chen Z; Chen H; Fu Z,10.1097/CAD.0000000000001163,"Most hepatocellular carcinoma (HCC) patients have dismal prognoses because they are already in the advanced stage at the time of initial diagnosis and are unable to undergo upfront surgery. Recent studies of immune checkpoint inhibitors (ICIs) and antiangiogenic agents (AAAs) have shown encouraging results for unresectable HCC (uHCC). Here, we report a patient with uHCC who was treated with a combination of anlotinib and sintilimab (sintilimab 200 mg, intravenous glucose tolerance test, q21d and anlotinib 12 mg, orally, d1-14, q21d), an analog of the combination of lenvatinib and pembrolizumab with much lower cost. The patient with recurrent uHCC was downstaged to resectable disease by the combination therapy. After eight cycles of treatment with anlotinib and sintilimab, the patient underwent a second operation. The histology of the resected mass revealed a major and almost complete pathological response. However, this patient was diagnosed with type I diabetes mellitus with ketoacidosis after nearly 10 cycles of combination treatment with anlotinib and sintilimab. Active follow-ups revealed no signs of local recurrence or distant failure. In conclusion, this case report demonstrated that the combination of anlotinib and sintilimab, one of the strategies combining ICIs with AAAs, showed promising efficacy in the treatment of uHCC patients."
52,37,37,Dual transformation therapy for giant hepatocellular carcinoma: Two case reports and review of literature,"Gao, Q; Zhu, GZ; Han, CY; Ye, XP; Huang, HS; Mo, ST; Peng, T",10.4240/wjgs.v15.i9.2089,"BACKGROUNDIn the translational therapy of giant hepatocellular carcinoma (HCC), hepatic arterial infusion chemotherapy (HAIC) combined with anti-PD-1 immunotherapy and tyrosine kinase inhibitors (TKI) after laparoscopic portal vein ligation (PVL) is extremely rare. This is a dual conversion therapy that combines surgery and oncology. Here, we report two cases of successful surgical completion after dual conversion therapy.CASE SUMMARYWe report that a 54-year-old man and a 69-year-old woman were diagnosed with primary HCC combined with hepatitis B cirrhosis (case 2 also combined with fatty liver) on physical examination. Due to the insufficient residual liver volume assessed before surgery, laparoscopic right PVL was performed, followed by HAIC combined with anti-PD-1 immunotherapy and TKI. Finally, surgical resection was successfully completed, and pathology confirmed that the tumor was mostly necrotic (90%) in one case, and no live tumor tissue was found in the other case.CONCLUSIONIn the process of surgical transformation, our treatment plan takes into account the control and transformation of oncology at the same time, which is expected to provide more opportunities for radical hepatectomy and improve the prognosis of patients with large liver cancer."
53,37,214,Dual transformation therapy for giant hepatocellular carcinoma: Two case reports and review of literature.,Gao Q; Zhu GZ; Han CY; Ye XP; Huang HS; Mo ST; Peng T,10.4240/wjgs.v15.i9.2089,"BACKGROUND: In the translational therapy of giant hepatocellular carcinoma (HCC), hepatic arterial infusion chemotherapy (HAIC) combined with anti-PD-1 immunotherapy and tyrosine kinase inhibitors (TKI) after laparoscopic portal vein ligation (PVL) is extremely rare. This is a dual conversion therapy that combines surgery and oncology. Here, we report two cases of successful surgical completion after dual conversion therapy. CASE SUMMARY: We report that a 54-year-old man and a 69-year-old woman were diagnosed with primary HCC combined with hepatitis B cirrhosis (case 2 also combined with fatty liver) on physical examination. Due to the insufficient residual liver volume assessed before surgery, laparoscopic right PVL was performed, followed by HAIC combined with anti-PD-1 immunotherapy and TKI. Finally, surgical resection was successfully completed, and pathology confirmed that the tumor was mostly necrotic (90%) in one case, and no live tumor tissue was found in the other case. CONCLUSION: In the process of surgical transformation, our treatment plan takes into account the control and transformation of oncology at the same time, which is expected to provide more opportunities for radical hepatectomy and improve the prognosis of patients with large liver cancer. reserved."
54,38,38,Lenvatinib plus anti-PD-1 therapy represents a feasible conversion resection strategy for patients with initially unresectable hepatocellular carcinoma: A retrospective study,"Yi, Y; Sun, BY; Weng, JL; Zhou, C; Zhou, CH; Cai, MH; Zhang, JY; Gao, H; Sun, J; Zhou, J; Fan, J; Ren, N; Qiu, SJ",10.3389/fonc.2022.1046584,"PurposeWe aimed to investigate the feasibility of lenvatinib plus anti-PD-1 therapy as a conversion therapy for initially unresectable hepatocellular carcinoma (HCC). MethodsPatients with initially unresectable HCC who received combined lenvatinib and anti-PD-1 antibody between May 2020 and Jan 2022 in Zhongshan Hospital were retrospectively analyzed. Tumor response and resectability were assessed by imaging every two months according to RECIST version 1.1 and modified RECIST (mRECIST) criteria. ResultsA total of 107 patients were enrolled. 30 (28%) of them received conversion surgery within 90.5 (range: 53-456) days after the initiation of lenvatinib plus anti-PD-1 therapy. At baseline, the median largest tumor diameter of these 30 patients was 9.2 cm (range: 3.5-15.0 cm), 26 patients had Barcelona Clinic Liver Cancer stage B-C, and 4 had stage A. Prior to surgery, all cases displayed tumor regression and 15 patients achieved objective response. Pathological complete response (pCR) was observed in 10 patients. No severe drug-related adverse events or surgical complications were observed. After a median follow-up of 16.5 months, 28 patients survived and 11 developed tumor recurrence. Survival analysis showed patients achieving tumor response before surgery or pCR had a longer tumor-free survival. Notably, patients with microvascular invasion (MVI) had significantly higher recurrence rate and poorer overall survival than patients without. ConclusionsLenvatinib combined with anti-PD-1 therapy represents a feasible conversion strategy for patients with initially unresectable HCC. Patients achieving tumor responses are more likely to benefit from conversion resection to access a longer term of tumor-free survival."
55,38,220,Lenvatinib plus anti-PD-1 therapy represents a feasible conversion resection strategy for patients with initially unresectable hepatocellular carcinoma: A retrospective study.,Yi Y; Sun BY; Weng JL; Zhou C; Zhou CH; Cai MH; Zhang JY; Gao H; Sun J; Zhou J; Fan J; Ren N; Qiu SJ,10.3389/fonc.2022.1046584,"PURPOSE: We aimed to investigate the feasibility of lenvatinib plus anti-PD-1 therapy as a conversion therapy for initially unresectable hepatocellular carcinoma (HCC). METHODS: Patients with initially unresectable HCC who received combined lenvatinib and anti-PD-1 antibody between May 2020 and Jan 2022 in Zhongshan Hospital were retrospectively analyzed. Tumor response and resectability were assessed by imaging every two months according to RECIST version 1.1 and modified RECIST (mRECIST) criteria. RESULTS: A total of 107 patients were enrolled. 30 (28%) of them received conversion surgery within 90.5 (range: 53-456) days after the initiation of lenvatinib plus anti-PD-1 therapy. At baseline, the median largest tumor diameter of these 30 patients was 9.2 cm (range: 3.5-15.0 cm), 26 patients had Barcelona Clinic Liver Cancer stage B-C, and 4 had stage A. Prior to surgery, all cases displayed tumor regression and 15 patients achieved objective response. Pathological complete response (pCR) was observed in 10 patients. No severe drug-related adverse events or surgical complications were observed. After a median follow-up of 16.5 months, 28 patients survived and 11 developed tumor recurrence. Survival analysis showed patients achieving tumor response before surgery or pCR had a longer tumor-free survival. Notably, patients with microvascular invasion (MVI) had significantly higher recurrence rate and poorer overall survival than patients without. CONCLUSIONS: Lenvatinib combined with anti-PD-1 therapy represents a feasible conversion strategy for patients with initially unresectable HCC. Patients achieving tumor responses are more likely to benefit from conversion resection to access a longer term of tumor-free survival. and Qiu."
56,39,39,Recent updates in the use of pharmacological therapies for downstaging in patients with hepatocellular carcinoma,"Takamoto, T; Maruki, Y; Kondo, S",10.1080/14656566.2023.2229728,"IntroductionHepatocellular carcinoma (HCC) is the most frequent primary liver cancer, but only 20-30% of patients benefit from potentially curative treatments such as liver resection or transplantation. This article reviews conventional treatments and recent progress in pharmacotherapy for advanced HCC, with a focus on downstaging unresectable tumors to resectable status.Areas coveredIn this article, conventional treatments and recent progress in pharmacotherapy for advanced HCC, aiming at downstaging from unresectable to resectable status, are reviewed. Future prospectives of combination therapies using immune checkpoint inhibitors were also introduced by reviewing recent clinical trials, paying attention to the objective response rate as its potential of downstaging treatments.Expert opinionThe newly developed pharmacological therapies showed higher responses. Although various tumor statuses in advanced HCC hamper detailed analysis of successful conversion rate, the novel combined immunotherapies are expected to provide more opportunities for subsequent curative surgery for initially unresectable advanced HCC. The conversion treatment strategies for unresectable HCC should be separately discussed for 'technically resectable but oncologically unfavorable' HCC and metastatic or invasive HCC beyond curative surgical treatments. The optimal downstaging treatment strategy for advanced HCC is awaited. Elucidation of preoperatively available factors that predict successful downstaging will allow the tailoring of promising initial treatments leading to conversion surgery."
57,39,200,Recent updates in the use of pharmacological therapies for downstaging in patients with hepatocellular carcinoma.,Takamoto T; Maruki Y; Kondo S,10.1080/14656566.2023.2229728,"INTRODUCTION: Hepatocellular carcinoma (HCC) is the most frequent primary liver cancer, but only 20-30% of patients benefit from potentially curative treatments such as liver resection or transplantation. This article reviews conventional treatments and recent progress in pharmacotherapy for advanced HCC, with a focus on downstaging unresectable tumors to resectable status. AREAS COVERED: In this article, conventional treatments and recent progress in pharmacotherapy for advanced HCC, aiming at downstaging from unresectable to resectable status, are reviewed. Future prospectives of combination therapies using immune checkpoint inhibitors were also introduced by reviewing recent clinical trials, paying attention to the objective response rate as its potential of downstaging treatments. EXPERT OPINION: The newly developed pharmacological therapies showed higher responses. Although various tumor statuses in advanced HCC hamper detailed analysis of successful conversion rate, the novel combined immunotherapies are expected to provide more opportunities for subsequent curative surgery for initially unresectable advanced HCC. The conversion treatment strategies for unresectable HCC should be separately discussed for 'technically resectable but oncologically unfavorable' HCC and metastatic or invasive HCC beyond curative surgical treatments. The optimal downstaging treatment strategy for advanced HCC is awaited. Elucidation of preoperatively available factors that predict successful downstaging will allow the tailoring of promising initial treatments leading to conversion surgery."
